Object,Mouth,Temperature,Precp,RH,StnPres,WS
2018-基隆市-4,4,21.9,99.25,75.5,1007.65,4.55
2018-新竹縣-4,4,20.75,76.42,81.27,977.66,0.75
2018-新竹市-4,4,22.35,71.25,81,1009.65,1.15
2018-苗栗縣-4,4,22.15,79.47,80.56,995.19,1.32
2018-臺中市-4,4,19.92,50,74.93,929.81,1.71
2018-彰化縣-4,4,23.92,22.02,77.15,1009.53,1.56
2018-南投縣-4,4,16.58,96.64,81.62,869.61,1.78
2018-雲林縣-4,4,23.59,21.17,76.04,1004.16,1.62
2018-嘉義縣-4,4,22.33,40.36,77.17,972.88,1.28
2018-嘉義市-4,4,24.9,8.65,71,1009.4,1.35
2018-臺南市-4,4,24.77,6.86,74.05,1008,1.72
2018-高雄市-4,4,25.2,24.49,72.79,1004.17,1.68
2018-屏東縣-4,4,24.26,33.01,78.38,992.95,1.71
2018-宜蘭縣-4,4,18.55,96.27,84.33,950.38,2.15
2018-花蓮縣-4,4,20.07,84.34,83.95,974.76,1.82
2018-臺東縣-4,4,20.92,79.38,77,967.66,1.63
2018-金門縣-4,4,21.28,17.45,78.25,1010.22,4.12
2018-連江縣-4,4,18.37,43.13,82,1009.57,3.53
2018-澎湖縣-4,4,23.72,16.25,79,1010.1,4.25
2018-臺北市-5,5,25.88,41.29,75.15,983.66,1.59
2018-新北市-5,5,25.6,50.54,81.91,990.34,1.47
2018-桃園市-5,5,26.25,36.01,75.85,992.62,1.71
2018-基隆市-5,5,26,29.25,76,1004.05,3.9
2018-新竹縣-5,5,25.05,84.82,81.36,974.93,0.79
2018-新竹市-5,5,26.55,75.25,82,1006.35,1.45
2018-苗栗縣-5,5,26.64,100.65,79.67,992.31,1.48
2018-臺中市-5,5,23.76,101.51,76.28,928.14,1.79
2018-彰化縣-5,5,27.8,59.2,79.55,1006.79,1.56
2018-南投縣-5,5,20.26,116.73,81.08,868.82,1.68
2018-雲林縣-5,5,27.4,44.54,77.91,1001.53,1.68
2018-嘉義縣-5,5,25.88,78.15,79.08,970.73,1.29
2018-嘉義市-5,5,28.65,61.75,73,1006.7,1.55
2018-臺南市-5,5,28.28,70.63,77.16,1005.43,1.59
2018-高雄市-5,5,28.33,103.65,76.53,1001.71,1.64
2018-屏東縣-5,5,27.23,80.01,80.04,990.64,1.58
2018-宜蘭縣-5,5,23.02,62.73,84.03,947.73,1.9
2018-花蓮縣-5,5,24.42,59.59,82.49,971.67,1.84
2018-臺東縣-5,5,24.71,55.67,79.25,965.02,1.48
2018-金門縣-5,5,25.62,191.82,84.75,1006.5,4.1
2018-連江縣-5,5,23.37,89.43,84,1005.23,4.03
2018-澎湖縣-5,5,26.35,24.45,85.25,1007.28,3.88
2018-臺北市-6,6,26.48,85.43,78.08,978.96,1.76
2018-新北市-6,6,26.2,194.31,85.53,985.64,1.56
2018-桃園市-6,6,26.94,97.05,77.31,987.75,1.83
2018-基隆市-6,6,26.87,210.1,82.67,998.97,3.43
2018-新竹縣-6,6,25.81,182.34,82.73,970.17,0.86
2018-新竹市-6,6,27.65,46.25,80.5,1001.35,1.55
2018-苗栗縣-6,6,27.2,236.48,81.5,987.26,1.43
2018-臺中市-6,6,24.21,289.15,80.52,923.38,1.78
2018-彰化縣-6,6,28.18,193.27,82.1,1001.58,1.76
2018-南投縣-6,6,20.49,396.84,88.38,864.73,1.62
2018-雲林縣-6,6,27.63,295.31,81.61,996.59,1.95
2018-嘉義縣-6,6,25.87,538.91,83.79,965.92,1.4
2018-嘉義市-6,6,28.5,462.35,77.5,1001.65,1.5
2018-臺南市-6,6,28.11,549.02,83.03,1000.35,1.74
2018-高雄市-6,6,28.16,712.49,83.15,996.72,1.7
2018-屏東縣-6,6,27.23,831.24,85.69,985.75,1.7
2018-宜蘭縣-6,6,23.64,313.57,87.37,943.33,2.05
2018-花蓮縣-6,6,25.09,225.94,86.57,966.9,1.8
2018-臺東縣-6,6,25.28,329.34,82,960.25,1.58
2018-金門縣-6,6,26.7,125.75,85,1001.72,4.82
2018-連江縣-6,6,24.6,79.3,85.33,1000.83,4.53
2018-澎湖縣-6,6,27.25,169.48,87,1002.1,4.55
2018-臺北市-7,7,28.08,212.69,73.77,977.46,2.06
2018-新北市-7,7,27.8,207.67,81.39,983.96,2.03
2018-桃園市-7,7,28.55,131.74,73.85,986.18,2.11
2018-基隆市-7,7,28.87,171.27,77.33,997.6,4.57
2018-新竹縣-7,7,27.03,210.51,80.73,968.85,0.82
2018-新竹市-7,7,29.05,57,78.5,999.9,1.7
2018-苗栗縣-7,7,28.24,237.37,81.33,986.09,1.37
2018-臺中市-7,7,24.55,360.45,81.72,922.56,1.74
2018-彰化縣-7,7,28.89,419.14,82.85,1000.64,1.58
2018-南投縣-7,7,20.56,372.53,87.67,864.01,1.64
2018-雲林縣-7,7,28.26,274.17,81.65,995.64,1.83
2018-嘉義縣-7,7,26.11,494.21,84.62,965.08,1.3
2018-嘉義市-7,7,28.8,463.45,78.5,1000.7,1.5
2018-臺南市-7,7,28.21,524.41,84.92,999.53,1.56
2018-高雄市-7,7,28.02,612.18,83.88,994.08,1.57
2018-屏東縣-7,7,27.01,667.14,87.56,984.23,1.65
2018-宜蘭縣-7,7,24.89,135.58,83.03,942.18,2.5
2018-花蓮縣-7,7,25.91,112.9,81.14,965.88,1.9
2018-臺東縣-7,7,25.78,226.35,77.75,959.19,1.59
2018-金門縣-7,7,28.83,12.62,83.5,1000.22,4.35
2018-連江縣-7,7,27.5,104.5,87.33,999.07,4.07
2018-澎湖縣-7,7,28.28,59.55,88.25,1001.05,3.58
2018-臺北市-8,8,27.45,232.74,79.31,975.88,1.45
2018-新北市-8,8,27.36,197.15,84.92,982.45,1.4
2018-桃園市-8,8,27.74,275.92,79.77,984.73,1.35
2018-基隆市-8,8,28.63,128.67,78,995.83,3.73
2018-新竹縣-8,8,26.3,406.46,84.73,967.47,0.6
2018-新竹市-8,8,28.15,239,83.5,998.5,1.25
2018-苗栗縣-8,8,27.46,329.78,84.5,984.63,1.12
2018-臺中市-8,8,24.01,460.33,85.24,921.31,1.53
2018-彰化縣-8,8,28.13,440.86,85.2,998.98,1.61
2018-南投縣-8,8,20.23,514.93,91.21,862.45,1.51
2018-雲林縣-8,8,27.48,560.67,83.7,993.94,2
2018-嘉義縣-8,8,25.4,1005.66,85.88,963.48,1.45
2018-嘉義市-8,8,28.05,819.5,79,999.1,1.6
2018-臺南市-8,8,27.18,1183.09,88.24,998.03,1.8
2018-高雄市-8,8,26.99,1406.73,88.38,994.6,1.66
2018-屏東縣-8,8,26.23,1385.7,91.18,985.07,1.7
2018-宜蘭縣-8,8,24.75,208.59,85.9,940.44,1.93
2018-花蓮縣-8,8,25.67,300.55,84.78,963.83,1.17
2018-臺東縣-8,8,25.29,515.03,82.25,957.54,1.44
2018-金門縣-8,8,28.38,206.25,85.75,998.5,3.1
2018-連江縣-8,8,28.03,72.2,83.67,997.43,3.27
2018-澎湖縣-8,8,27.83,591.8,88,999.13,3.82
2018-臺北市-9,9,26.25,476.39,77.69,982.18,1.96
2018-新北市-9,9,26.06,396.87,84.28,988.81,1.84
2018-桃園市-9,9,26.52,177.83,79,990.95,1.93
2018-基隆市-9,9,27.53,409.73,76.33,1002.53,4.9
2018-新竹縣-9,9,25.39,158.26,83.36,973.21,0.94
2018-新竹市-9,9,27.05,85.75,83,1004.5,1.4
2018-苗栗縣-9,9,26.45,74.2,83,990.14,1.54
2018-臺中市-9,9,23.69,83.49,79.76,935.18,1.98
2018-彰化縣-9,9,27.87,15.77,80.52,1004.23,1.9
2018-南投縣-9,9,20.16,146.71,85.71,866.66,1.5
2018-雲林縣-9,9,27.31,38.52,81.35,999.07,2.03
2018-嘉義縣-9,9,25.54,145,83.08,968.24,1.35
2018-嘉義市-9,9,28.15,169.5,77,1004.1,1.15
2018-臺南市-9,9,27.8,73.98,81.29,1002.8,1.73
2018-高雄市-9,9,27.96,174.39,81.09,999.08,1.59
2018-屏東縣-9,9,26.81,375.07,85.82,989.15,1.62
2018-宜蘭縣-9,9,23.43,446.47,87.37,946.47,2.14
2018-花蓮縣-9,9,24.85,372.11,84.62,969.7,1.27
2018-臺東縣-9,9,25.02,348.25,78.67,966.11,2.03
2018-金門縣-9,9,27.18,36.22,80,1005.32,5
2018-連江縣-9,9,26.07,13.67,80,1004.77,5
2018-澎湖縣-9,9,27.3,17.58,82.75,1004.85,5.3
2018-臺北市-10,10,21.28,186.31,78.54,988.42,2.15
2018-新北市-10,10,21.24,373.63,84.47,995.4,1.92
2018-桃園市-10,10,21.88,112.95,77.23,997.21,2.55
2018-基隆市-10,10,22.65,245.45,75,1008.47,4.7
2018-新竹縣-10,10,21.15,66.02,78.64,978.65,1.34
2018-新竹市-10,10,23.1,26.75,77,1010.7,1.7
2018-苗栗縣-10,10,22.46,19.08,77.61,995.68,1.74
2018-臺中市-10,10,20.17,28.27,75.31,930.13,2.04
2018-彰化縣-10,10,24.06,2.7,75.52,1009.82,2.06
2018-南投縣-10,10,17.45,48.39,82.92,870.12,1.58
2018-雲林縣-10,10,23.7,2.6,77.26,1004.52,2.19
2018-嘉義縣-10,10,22.48,31.1,79.88,973.14,1.39
2018-嘉義市-10,10,25.05,9.65,73,1009.6,1.05
2018-臺南市-10,10,24.66,16.17,77.45,1008.21,1.84
2018-高雄市-10,10,25.42,40.56,76.76,1004.36,1.58
2018-屏東縣-10,10,24.6,87.56,82.39,994.24,1.63
2018-宜蘭縣-10,10,18.93,545.03,88.17,951.96,1.79
2018-花蓮縣-10,10,21.07,165.4,86.38,975.27,1.29
2018-臺東縣-10,10,22.22,108.79,76.67,971.39,2.28
2018-金門縣-10,10,23.28,5.38,67.5,1012.02,6.3
2018-連江縣-10,10,21.4,31.13,70.67,1011.97,5.4
2018-澎湖縣-10,10,24.52,2.8,74.25,1010.52,8.57
2018-臺北市-11,11,20.78,105.02,81.62,990.28,2.06
2018-新北市-11,11,20.67,214.7,88.32,997.57,1.88
2018-桃園市-11,11,20.94,50.29,82.38,998.99,2.23
2018-基隆市-11,11,21.68,177.6,81.5,1010.25,4.22
2018-新竹縣-11,11,20.14,44.24,84.91,980.64,0.98
2018-新竹市-11,11,21.75,30.25,85.5,1012.9,1.3
2018-苗栗縣-11,11,21.21,23.17,85.67,997.24,1.29
2018-臺中市-11,11,18.91,28.06,79.66,932.3,1.79
2018-彰化縣-11,11,22.68,17.61,84.33,1012.49,1.62
2018-南投縣-11,11,16.26,31.38,80,872.02,1.92
2018-雲林縣-11,11,22.38,17.92,84.17,1007.09,1.85
2018-嘉義縣-11,11,21.32,13.01,83.46,975.53,1.29
2018-嘉義市-11,11,23.5,7.25,78.5,1012.1,1
2018-臺南市-11,11,23.18,4.19,84.18,1010.81,1.69
2018-高雄市-11,11,24.22,5.05,80.06,1006.9,1.53
2018-屏東縣-11,11,23.74,10.95,82.82,996.73,1.61
2018-宜蘭縣-11,11,18.23,435.85,92.97,953.94,1.67
2018-花蓮縣-11,11,20.03,155.54,90.49,977.75,1.03
2018-臺東縣-11,11,21.21,115.53,80.5,974.05,1.87
2018-金門縣-11,11,20.8,54.25,77.67,1014.32,6.08
2018-連江縣-11,11,18.17,113,83.33,1014.13,5.7
2018-澎湖縣-11,11,23.08,40.6,80.5,1013,7.37
2018-臺北市-12,12,17.86,161.67,80.79,994.7,2.07
2018-新北市-12,12,17.62,350.62,88.3,1000.11,2.18
2018-桃園市-12,12,17.5,64.67,82.93,1002.01,2.64
2018-基隆市-12,12,18.55,364.85,83.25,1012.97,5.1
2018-新竹縣-12,12,17.5,29.68,81.64,982.58,1.4
2018-新竹市-12,12,18.75,27.5,84.5,1015.25,1.75
2018-苗栗縣-12,12,18.46,15.47,82.22,999.26,1.93
2018-臺中市-12,12,16.72,6.8,77.31,933.62,2.26
2018-彰化縣-12,12,20.03,2.16,79.81,1014.3,2.42
2018-南投縣-12,12,14.85,2.03,78.25,872.77,1.92
2018-雲林縣-12,12,19.82,0.19,79.65,1008.84,2.68
2018-嘉義縣-12,12,19.18,1.25,79.38,976.92,1.61
2018-嘉義市-12,12,21.05,0,73.5,1013.85,1.55
2018-臺南市-12,12,20.73,0.17,79.26,1012.49,2.2
2018-高雄市-12,12,21.85,1.36,76.09,1007.31,1.69
2018-屏東縣-12,12,21.79,6.68,80,998.15,1.77
2018-宜蘭縣-12,12,15.75,409.81,89.77,955.94,1.83
2018-花蓮縣-12,12,18.02,87.38,87.78,979.66,1.4
2018-臺東縣-12,12,19.51,87.46,78.67,975.44,2.66
2018-金門縣-12,12,16.48,13.62,76.25,1016.55,6.68
2018-連江縣-12,12,13.8,14.13,81.33,1017.3,6.5
2018-澎湖縣-12,12,20.35,3.65,79.75,1014.88,9.45
